Employee ID,Full Name,Job Title,Department,Business Unit,Gender,Ethnicity,Age,Hire Date,Annual Salary,Bonus %,Country,City,D-Flag
E02239,Luna Castro,Network Engineer,Engineering,Research & Development,Male,Asian,26,7/9/2010,"$110,554 ",9%,China,Seattle,1
E02240,Nolan Brooks,Analyst II,Finance,Corporate,Female,Latino,58,2/1/2007,"$109,221 ",0%,Brazil,Chengdu,1
E02241,Jayden Jones,Operations Engineer,IT,Corporate,Male,Asian,60,11/8/2014,"$88,933 ",0%,United States,Sao Paulo,1
E02242,Asher Hsu,Manager,Human Resources,Specialty Products,Female,Latino,45,7/9/2022,"$49,342 ",0%,United States,Austin,1
E02243,Greyson Lim,IT Systems Architect,IT,Manufacturing,Male,Caucasian,45,3/13/2020,"$74,587 ",0%,United States,Columbus,1
E02244,Chloe Miller,Business Partner,Accounting,Manufacturing,Male,Caucasian,40,10/12/2022,"$80,757 ",25%,United States,Seattle,1
E02245,Jaxson Brooks,Cloud Infrastructure Architect,Finance,Manufacturing,Male,Asian,27,8/12/2021,"$198,662 ",11%,China,Austin,1
E02246,Jack Perez,Sr. Analyst,Marketing,Corporate,Male,Asian,36,7/15/2022,"$142,506 ",0%,China,Chongqing,1
E02247,Ruby Reed,Director,IT,Manufacturing,Female,Black,28,1/9/2017,"$77,028 ",0%,United States,Beijing,1
E02248,Ivy Rojas,Sr. Manager,IT,Manufacturing,Male,Black,57,1/23/2022,"$80,389 ",39%,United States,Austin,1
E02249,Hudson Wong,Network Architect,Engineering,Research & Development,Male,Latino,57,1/8/2013,"$249,062 ",0%,Brazil,Seattle,1
E02250,Ryan Yi,Cloud Infrastructure Architect,IT,Specialty Products,Female,Caucasian,30,5/11/2014,"$52,675 ",0%,United States,Manaus,1
E02251,Carter Simmons,Vice President,Sales,Corporate,Female,Latino,26,8/17/2003,"$83,365 ",0%,Brazil,Miami,1
E02252,Emilia Xu,IT Coordinator,IT,Manufacturing,Male,Asian,53,5/30/2012,"$82,758 ",10%,China,Manaus,1
E02253,Adam Medina,Sr. Account Representative,IT,Specialty Products,Male,Asian,59,1/24/2017,"$126,406 ",6%,United States,Chongqing,1
E02254,Connor Howard,Solutions Architect,Marketing,Corporate,Male,Caucasian,56,10/4/2020,"$103,147 ",0%,United States,Seattle,1
E02255,Audrey Duong,Manager,IT,Corporate,Female,Asian,41,3/15/2021,"$81,622 ",0%,United States,Chicago,1
E02261,Landon Reyes,Manager,IT,Manufacturing,Male,Latino,46,3/3/1999,"$44,265 ",34%,United States,Miami,1
E02263,Noah Ma,IT Systems Architect,Sales,Specialty Products,Male,Caucasian,49,8/23/2014,"$213,998 ",27%,United States,Chicago,1
E02264,Lucas Alexander,Systems Analyst,IT,Specialty Products,Female,Asian,42,11/6/2018,"$171,823 ",31%,United States,Austin,1
E02265,Henry Vo,Vice President,Accounting,Research & Development,Male,Latino,55,9/20/2013,"$201,013 ",22%,United States,Miami,1
E02266,Mila Han,Director,IT,Manufacturing,Male,Asian,44,9/13/1996,"$192,944 ",0%,United States,Columbus,1
E02267,Genesis Herrera,Vice President,Engineering,Manufacturing,Male,Black,28,11/14/2009,"$81,699 ",6%,United States,Phoenix,1
E02268,Olivia Vazquez,Director,Sales,Manufacturing,Male,Asian,41,10/3/2015,"$128,791 ",10%,China,Miami,1
E02269,Leilani Ng,Controls Engineer,IT,Manufacturing,Female,Asian,60,4/13/2020,"$126,898 ",0%,United States,Beijing,1
E02270,Olivia Mendoza,Manager,IT,Research & Development,Female,Latino,54,9/19/2011,"$93,053 ",0%,Brazil,Miami,1
E02271,Skylar Xu,Manager,IT,Specialty Products,Female,Latino,34,5/7/2017,"$50,513 ",0%,Brazil,Manaus,1
E02272,Ayla Garza,Network Engineer,Sales,Corporate,Female,Asian,53,10/16/1997,"$86,533 ",0%,United States,Sao Paulo,1
E02273,Luna Lu,Systems Analyst,Engineering,Corporate,Female,Latino,48,6/15/2017,"$72,806 ",14%,United States,Seattle,1
E02290,Anthony Ho,Sr. Account Representative,Marketing,Research & Development,Female,Asian,43,3/6/2007,"$156,224 ",0%,China,Columbus,1
E02291,Clara Lopez,Test Engineer,Marketing,Corporate,Female,Latino,60,1/11/2015,"$50,214 ",0%,Brazil,Chongqing,1
E02292,Melody Woods,Sr. Manager,Marketing,Research & Development,Female,Asian,39,8/9/1999,"$79,713 ",27%,China,Manaus,1
E02293,Matthew Simmons,Analyst II,IT,Specialty Products,Male,Asian,51,12/20/2010,"$166,699 ",0%,China,Beijing,1
E02294,Gabriella Carrillo,Sr. Analyst,IT,Research & Development,Female,Latino,31,12/19/2022,"$78,788 ",10%,Brazil,Beijing,1
E02295,Lydia Juarez,Director,Accounting,Research & Development,Female,Caucasian,52,7/16/2012,"$142,797 ",35%,United States,Sao Paulo,1
E02296,Ava Carrillo,Network Administrator,Finance,Research & Development,Male,Black,63,9/21/2013,"$187,516 ",15%,United States,Seattle,1
E02297,Elena Sharma,Sr. Manager,Finance,Research & Development,Female,Latino,28,1/1/1999,"$156,029 ",14%,Brazil,Seattle,1
E02298,Julia Ahmed,Vice President,Accounting,Specialty Products,Female,Latino,39,10/24/2014,"$149,582 ",21%,United States,Sao Paulo,1
E02299,Iris Vo,Director,Marketing,Specialty Products,Female,Latino,36,11/14/2004,"$163,922 ",37%,United States,Columbus,1
E02300,Hailey Chin,Sr. Manager,Accounting,Corporate,Female,Asian,63,9/27/2018,"$240,860 ",7%,United States,Seattle,1
E02301,Eleanor Xi,Director,Human Resources,Research & Development,Female,Asian,47,7/10/1993,"$128,497 ",10%,United States,Phoenix,1
E02302,Lily Molina,Vice President,IT,Specialty Products,Female,Asian,43,1/10/1997,"$135,642 ",11%,China,Chicago,1
E02303,Levi Vasquez,Manager,Sales,Corporate,Female,Asian,39,9/15/2009,"$147,853 ",7%,China,Chengdu,1
E02304,Elijah Washington,Sr. Manager,IT,Corporate,Female,Asian,54,2/10/2020,"$125,900 ",0%,United States,Beijing,1
E02305,Gianna Park,Sr. Manager,IT,Manufacturing,Female,Latino,64,2/13/2022,"$42,969 ",40%,United States,Austin,1
E02306,Melody Leung,Manager,Marketing,Manufacturing,Male,Latino,40,12/19/2020,"$214,303 ",38%,United States,Seattle,1
E02307,Liliana Valdez,IT Coordinator,Accounting,Manufacturing,Male,Caucasian,27,3/20/2015,"$199,406 ",37%,United States,Phoenix,1
E02308,Ezekiel Kumar,Vice President,Human Resources,Specialty Products,Female,Asian,47,10/1/1996,"$182,436 ",9%,China,Seattle,1
E02309,Ruby Rahman,Vice President,IT,Research & Development,Female,Asian,28,11/19/2015,"$96,507 ",0%,United States,Chengdu,1
E02310,Natalie Stewart,Vice President,Engineering,Corporate,Female,Latino,35,12/5/2005,"$82,906 ",0%,United States,Austin,1
E02311,Charlotte Lim,Computer Systems Manager,Human Resources,Manufacturing,Male,Asian,59,6/30/2003,"$41,616 ",0%,China,Seattle,1
E02312,Elena Campos,Field Engineer,IT,Manufacturing,Female,Asian,33,6/27/2006,"$92,344 ",37%,United States,Chengdu,1
E02313,Vivian Lim,Business Partner,Accounting,Corporate,Female,Caucasian,62,2/6/2022,"$196,614 ",9%,United States,Seattle,1
E02314,Madison Xu,Network Engineer,IT,Manufacturing,Female,Asian,50,1/22/2021,"$104,253 ",0%,United States,Phoenix,1
E02315,Ava Aguilar,Vice President,IT,Research & Development,Female,Latino,55,12/13/2017,"$44,677 ",0%,United States,Chicago,1
E02316,Kayden Patel,Manager,IT,Specialty Products,Female,Asian,47,12/17/2015,"$66,463 ",0%,China,Seattle,1
E02317,Penelope Desai,IT Coordinator,Human Resources,Research & Development,Female,Asian,34,3/22/1997,"$53,285 ",0%,China,Chongqing,1
E02318,Henry Vang,Network Engineer,Engineering,Corporate,Female,Latino,39,10/29/2018,"$67,683 ",38%,United States,Chongqing,1
E02319,Eliana Turner,Business Partner,Finance,Research & Development,Male,Asian,35,6/21/2019,"$238,155 ",24%,China,Columbus,1
E02320,Charlotte Tran,Development Engineer,Sales,Manufacturing,Female,Asian,54,1/27/2020,"$173,630 ",0%,China,Beijing,1
E02321,Everly Coleman,Vice President,Finance,Corporate,Male,Asian,41,4/11/2017,"$98,992 ",39%,China,Shanghai,1
E02322,Matthew Harris,Director,IT,Research & Development,Female,Black,37,8/14/2011,"$253,330 ",14%,United States,Chongqing,1
E02323,Emilia Barnes,Sr. Analyst,Sales,Corporate,Female,Asian,29,3/27/2021,"$158,403 ",12%,United States,Miami,1
E02324,Sophie Griffin,Vice President,Accounting,Corporate,Female,Caucasian,64,4/18/2013,"$156,085 ",0%,United States,Austin,1
E02325,Kai Phillips,Sr. Manager,IT,Corporate,Male,Caucasian,54,1/9/2017,"$80,129 ",0%,United States,Seattle,1
E02326,Dylan Khan,Sr. Manager,Sales,Specialty Products,Female,Black,36,12/13/2016,"$60,517 ",0%,United States,Miami,1
E02327,Nevaeh Clark,Enterprise Architect,Engineering,Research & Development,Female,Caucasian,54,7/11/2015,"$72,315 ",19%,United States,Miami,1
E02328,Carter Luu,Account Representative,Human Resources,Research & Development,Male,Caucasian,56,8/16/2018,"$153,815 ",15%,United States,Columbus,1
E02329,Jordan Ngo,Test Engineer,Marketing,Manufacturing,Male,Asian,48,10/20/2022,"$139,552 ",35%,United States,Austin,1
E02330,Jackson Hu,Director,Marketing,Specialty Products,Female,Black,35,5/4/2020,"$257,296 ",0%,United States,Miami,1
E02331,Madelyn Kang,Sr. Manager,Finance,Corporate,Male,Asian,32,6/5/2017,"$91,372 ",0%,United States,Miami,1
E02332,Everleigh Bell,Vice President,Human Resources,Manufacturing,Male,Asian,25,4/29/2013,"$73,601 ",0%,United States,Austin,1
E02333,Eliana Trinh,Sr. Analyst,IT,Corporate,Male,Asian,26,2/7/2016,"$71,871 ",0%,China,Miami,1
E02334,Oliver Ford,Sr. Business Partner,Sales,Corporate,Female,Asian,53,1/7/2010,"$84,925 ",14%,China,Chengdu,1
E02335,Ryan Huang,IT Systems Architect,IT,Specialty Products,Female,Caucasian,37,12/15/2018,"$155,600 ",6%,United States,Chengdu,1
E02336,Gabriel Ahmed,Sr. Account Representative,Sales,Manufacturing,Female,Asian,31,10/12/2009,"$101,564 ",0%,China,Austin,1
E02337,Ivy Rios,Sr. Manager,Engineering,Research & Development,Male,Black,47,10/9/2021,"$80,150 ",0%,United States,Chongqing,1
E02338,Luca Hunter,Manager,Human Resources,Research & Development,Male,Asian,32,1/18/2022,"$73,996 ",0%,United States,Austin,1
E02339,Claire Owens,Controls Engineer,IT,Corporate,Male,Asian,40,6/27/2022,"$90,109 ",0%,China,Phoenix,1
E02340,Aubrey Maldonado,HRIS Analyst,Engineering,Manufacturing,Female,Latino,65,6/7/1998,"$67,216 ",0%,United States,Chengdu,1
E02341,Elias Vasquez,Network Architect,IT,Corporate,Male,Caucasian,25,6/13/2022,"$75,402 ",0%,United States,Seattle,1
E02342,Melody Luu,Field Engineer,Engineering,Research & Development,Female,Caucasian,39,7/27/2015,"$120,795 ",0%,United States,Phoenix,1
E02343,Christopher Luu,Network Engineer,IT,Manufacturing,Female,Latino,52,4/3/2021,"$44,012 ",33%,Brazil,Phoenix,1
E02344,James Han,Automation Engineer,Finance,Specialty Products,Male,Latino,38,10/27/2005,"$219,180 ",32%,Brazil,Sao Paulo,1
E02345,Jaxson Ayala,Systems Analyst,Engineering,Research & Development,Female,Asian,33,1/7/2018,"$258,700 ",0%,China,Manaus,1
E02346,Levi James,Vice President,Engineering,Research & Development,Male,Asian,28,8/1/2020,"$97,496 ",38%,United States,Chongqing,1
E02347,Grayson Carrillo,Vice President,Human Resources,Specialty Products,Male,Asian,61,3/2/2012,"$239,270 ",5%,United States,Austin,1
E02356,Maverick Hwang,Test Engineer,IT,Research & Development,Male,Latino,32,6/27/2001,"$103,466 ",0%,Brazil,Miami,1
E02357,Noah Truong,Vice President,Accounting,Specialty Products,Male,Caucasian,28,4/20/2015,"$74,662 ",33%,United States,Manaus,1
E02358,Willow Guzman,Manager,Human Resources,Corporate,Male,Latino,39,12/8/2013,"$227,816 ",39%,Brazil,Chicago,1
E02359,Rylee Howard,Sr. Analyst,Sales,Research & Development,Male,Asian,57,6/26/2010,"$246,680 ",0%,United States,Sao Paulo,1
E02360,Ian Marquez,Vice President,IT,Manufacturing,Male,Asian,40,8/18/2014,"$85,164 ",12%,China,Chicago,1
E02361,Layla Owens,Vice President,Finance,Manufacturing,Female,Latino,47,1/14/2019,"$135,215 ",0%,Brazil,Beijing,1
E02362,Chloe Dixon,Enterprise Architect,Human Resources,Manufacturing,Female,Black,43,2/7/2018,"$72,542 ",34%,United States,Sao Paulo,1
E02363,Emily Zheng,Sr. Manager,IT,Corporate,Male,Latino,33,5/11/2021,"$246,303 ",40%,United States,Miami,1
E02364,Jayden Rogers,HRIS Analyst,Engineering,Research & Development,Female,Caucasian,31,12/6/2022,"$186,400 ",0%,United States,Chicago,1
E02365,Elizabeth Vasquez,Vice President,IT,Corporate,Female,Caucasian,47,12/14/2016,"$91,004 ",8%,United States,Columbus,1
E02366,Kinsley Woods,Vice President,Sales,Corporate,Female,Asian,60,8/9/2020,"$101,411 ",0%,China,Chicago,1
E02367,Abigail Chu,Solutions Architect,Engineering,Research & Development,Male,Caucasian,50,6/19/2014,"$111,779 ",0%,United States,Shanghai,1
E02368,Ava Xiong,Manager,Human Resources,Specialty Products,Female,Latino,41,4/17/2006,"$71,699 ",11%,United States,Seattle,1
E02369,Olivia Marquez,Controls Engineer,Human Resources,Corporate,Female,Caucasian,28,7/21/2019,"$147,436 ",0%,United States,Chicago,1
E02370,Claire Vazquez,HRIS Analyst,Human Resources,Manufacturing,Female,Asian,34,4/6/2020,"$88,220 ",0%,United States,Phoenix,1
E02371,Christian Castro,Sr. Manager,Sales,Manufacturing,Female,Asian,51,6/12/2004,"$54,295 ",35%,China,Austin,1
E02372,Mason Oh,Sr. Business Partner,Human Resources,Specialty Products,Female,Latino,52,4/15/2006,"$246,538 ",0%,United States,Shanghai,1
E02373,Violet Santiago,Account Representative,IT,Corporate,Female,Latino,44,4/11/2022,"$43,645 ",7%,United States,Columbus,1
E02374,Lily Rios,Vice President,Human Resources,Specialty Products,Male,Latino,44,1/14/2018,"$125,644 ",0%,United States,Miami,1
E02375,Kinsley Stewart,IT Coordinator,IT,Manufacturing,Male,Asian,40,1/25/2013,"$78,414 ",0%,United States,Austin,1
E02376,Aria Molina,Manager,Marketing,Research & Development,Female,Latino,25,9/7/2021,"$88,016 ",6%,United States,Seattle,1
E02377,James Cheng,Service Desk Analyst,IT,Specialty Products,Female,Latino,32,10/24/2001,"$66,561 ",0%,Brazil,Seattle,1
E02378,Mila Vang,Sr. Analyst,Engineering,Corporate,Female,Caucasian,45,5/26/2010,"$89,811 ",9%,United States,Rio de Janeiro,1
E02379,Alice Liu,Computer Systems Manager,IT,Research & Development,Female,Latino,56,8/25/2009,"$125,506 ",0%,Brazil,Chicago,1
E02380,Delilah Gonzalez,Development Engineer,Finance,Manufacturing,Male,Asian,52,2/22/2012,"$56,409 ",14%,United States,Rio de Janeiro,1
E02381,Samuel Tang,Manager,Sales,Manufacturing,Female,Asian,49,3/29/1998,"$122,058 ",0%,United States,Seattle,1
E02382,Serenity Gray,Analyst II,Sales,Research & Development,Female,Asian,46,9/15/2012,"$82,550 ",0%,China,Columbus,1
E02383,Benjamin Estrada,Sr. Manager,IT,Manufacturing,Female,Latino,39,6/19/2012,"$93,760 ",0%,United States,Beijing,1
E02384,Wesley Han,Sr. Analyst,Sales,Manufacturing,Male,Asian,55,9/28/2012,"$55,008 ",0%,United States,Chicago,1
E02385,Nora Herrera,System Administrator ,Marketing,Research & Development,Female,Black,34,4/20/2017,"$65,368 ",0%,United States,Miami,1
E02386,Lincoln Harris,Analyst,Engineering,Research & Development,Male,Latino,56,12/24/1997,"$83,955 ",38%,United States,Austin,1
E02387,Charles Gonzales,Analyst II,Marketing,Research & Development,Male,Asian,56,9/16/2009,"$231,907 ",0%,United States,Seattle,1
E02388,Athena Cheng,Test Engineer,IT,Specialty Products,Female,Latino,62,9/22/2020,"$97,628 ",0%,United States,Phoenix,1
E02389,David Garza,Vice President,IT,Manufacturing,Male,Caucasian,60,3/2/2020,"$88,142 ",0%,United States,Austin,1
E02390,Hunter Doan,IT Systems Architect,Engineering,Manufacturing,Male,Latino,42,1/9/2022,"$83,465 ",15%,United States,Phoenix,1
E02391,Julian Lam,IT Systems Architect,IT,Corporate,Female,Asian,27,12/15/2014,"$197,731 ",12%,China,Columbus,1
E02392,Sofia Estrada,Test Engineer,Accounting,Manufacturing,Male,Latino,37,9/8/2013,"$151,758 ",15%,United States,Beijing,1
E02393,Jordan Chen,Director,Finance,Research & Development,Male,Asian,29,3/26/2006,"$164,340 ",0%,China,Seattle,1
E02394,Eloise Huang,Sr. Manager,Engineering,Research & Development,Male,Asian,32,1/22/1997,"$104,916 ",0%,United States,Beijing,1
E02395,Ivy Mehta,Director,Finance,Specialty Products,Female,Latino,33,4/5/2009,"$42,536 ",33%,Brazil,Chicago,1
E02396,Eli Castillo,Controls Engineer,Finance,Specialty Products,Male,Asian,42,5/26/2020,"$195,171 ",0%,United States,Manaus,1
E02397,Nolan Garcia,Analyst,Human Resources,Research & Development,Female,Asian,60,12/11/2009,"$45,290 ",38%,United States,Columbus,1
E02398,Alexander Zhu,Vice President,Finance,Manufacturing,Female,Asian,51,6/16/2022,"$203,306 ",0%,China,Seattle,1
E02399,Victoria Wu,Business Partner,Sales,Specialty Products,Male,Latino,50,10/17/2022,"$66,865 ",0%,United States,Chongqing,1
E02400,Mateo Jordan,Vice President,IT,Specialty Products,Male,Latino,50,10/28/2021,"$89,164 ",0%,Brazil,Seattle,1
E02401,Everly Martin,Analyst II,Sales,Corporate,Male,Asian,26,2/13/2021,"$75,602 ",0%,United States,Rio de Janeiro,1
E02402,Athena Castro,Network Architect,IT,Manufacturing,Female,Asian,30,5/28/2020,"$92,939 ",0%,United States,Phoenix,1
E02403,Josephine White,Sr. Analyst,Marketing,Specialty Products,Male,Caucasian,35,10/4/2013,"$64,278 ",0%,United States,Miami,1
E02404,Nicholas Vo,Network Administrator,IT,Specialty Products,Female,Black,44,2/5/2010,"$72,176 ",9%,United States,Austin,1
E02405,Jackson Sandoval,Analyst II,IT,Research & Development,Female,Latino,26,6/1/2002,"$87,758 ",0%,Brazil,Columbus,1
E02406,Olivia Turner,Solutions Architect,Accounting,Corporate,Female,Caucasian,44,1/26/2011,"$54,646 ",0%,United States,Rio de Janeiro,1
E02407,Cooper Rivera,Computer Systems Manager,Human Resources,Corporate,Male,Asian,61,1/7/2021,"$73,323 ",21%,United States,Seattle,1
E02408,Hailey Washington,Analyst II,Marketing,Corporate,Male,Latino,50,12/26/2005,"$151,492 ",12%,United States,Seattle,1
E02409,Mia Vasquez,HRIS Analyst,Finance,Specialty Products,Female,Caucasian,61,7/3/2013,"$138,215 ",10%,United States,Austin,1
E02410,Jose Grant,Director,Finance,Corporate,Male,Latino,29,12/2/2019,"$135,578 ",0%,Brazil,Columbus,1
E02411,Nathan Yee,Sr. Manager,Engineering,Specialty Products,Female,Black,42,6/28/2021,"$64,297 ",0%,United States,Manaus,1
E02412,Isabella Munoz,Sr. Manager,Engineering,Research & Development,Female,Latino,51,10/24/2009,"$94,857 ",0%,Brazil,Miami,1
E02413,Michael Turner,Test Engineer,Engineering,Corporate,Male,Caucasian,27,12/25/2002,"$77,196 ",18%,United States,Manaus,1
E02414,Oliver Jones,Development Engineer,Sales,Research & Development,Male,Asian,52,12/29/2019,"$193,154 ",9%,United States,Miami,1
E02415,Charles Taylor,Development Engineer,Human Resources,Research & Development,Female,Latino,58,3/20/2016,"$115,916 ",30%,Brazil,Austin,1
E02416,Gianna Alvarez,Director,Accounting,Specialty Products,Male,Black,45,7/15/2019,"$192,374 ",16%,United States,Sao Paulo,1
E02417,Nova Martin,Manager,Human Resources,Manufacturing,Male,Caucasian,28,5/11/1993,"$186,869 ",0%,United States,Chicago,1
E02418,Julia Gonzalez,Vice President,Human Resources,Specialty Products,Male,Caucasian,56,4/13/2013,"$49,293 ",5%,United States,Chicago,1
E02419,Athena Vu,Director,Human Resources,Manufacturing,Female,Latino,32,2/15/2005,"$129,087 ",0%,United States,Miami,1
E02420,Caroline Bui,Business Partner,Finance,Research & Development,Female,Caucasian,58,11/28/2020,"$54,831 ",0%,United States,Columbus,1
E02421,Daniel Ali,Manager,Marketing,Research & Development,Female,Latino,39,9/15/2019,"$51,825 ",0%,Brazil,Seattle,1
E02422,Iris Huang,Analyst,Engineering,Specialty Products,Female,Asian,46,9/28/2019,"$67,457 ",0%,United States,Sao Paulo,1
E02423,Natalia Cheng,Analyst,IT,Manufacturing,Female,Asian,26,3/28/2008,"$94,555 ",25%,China,Phoenix,1
E02424,Owen Evans,Field Engineer,Human Resources,Corporate,Male,Asian,36,7/29/2002,"$163,686 ",0%,United States,Shanghai,1
E02425,Angel Dixon,Cloud Infrastructure Architect,IT,Corporate,Female,Asian,43,5/28/2021,"$47,919 ",0%,China,Austin,1
E02426,Aubrey Guerrero,Director,IT,Corporate,Female,Asian,45,4/1/2002,"$68,972 ",0%,China,Chengdu,1
E02427,Ivy Do,Systems Analyst,Sales,Manufacturing,Male,Caucasian,65,2/12/2013,"$50,775 ",13%,United States,Beijing,1
E02428,Kai Gutierrez,Enterprise Architect,Marketing,Manufacturing,Male,Caucasian,34,5/13/1993,"$122,713 ",0%,United States,Austin,1
E02429,Caroline Ahmed,Analyst,Accounting,Corporate,Female,Latino,52,12/17/1997,"$57,230 ",10%,Brazil,Seattle,1
E02430,Alice Sharma,Sr. Manager,Marketing,Corporate,Female,Asian,39,12/23/2016,"$148,794 ",13%,United States,Sao Paulo,1
E02431,Leo Simmons,Analyst II,Marketing,Specialty Products,Male,Latino,57,10/5/2018,"$155,884 ",0%,Brazil,Austin,1
E02432,Asher Hong,Sr. Manager,Sales,Research & Development,Female,Asian,63,12/13/2017,"$50,975 ",0%,United States,Manaus,1
E02433,Gianna Ramirez,Sr. Manager,Accounting,Research & Development,Female,Asian,32,4/17/2018,"$52,200 ",26%,China,Miami,1
E02434,Thomas Smith,Account Representative,Finance,Research & Development,Male,Black,51,7/25/1993,"$154,141 ",0%,United States,Chengdu,1
E02435,Carter Hunter,Analyst,Engineering,Research & Development,Male,Asian,38,4/2/1999,"$69,245 ",0%,China,Phoenix,1
E02436,Charlotte Green,Director,Engineering,Specialty Products,Female,Latino,53,10/7/2019,"$78,212 ",0%,United States,Chongqing,1
E02437,Lincoln Holmes,Field Engineer,Accounting,Specialty Products,Male,Caucasian,59,11/10/2020,"$72,650 ",0%,United States,Phoenix,1
E02438,Hudson Hu,Field Engineer,Engineering,Corporate,Male,Caucasian,57,8/21/2013,"$124,681 ",0%,United States,Miami,1
E02439,Noah Mitchell,Sr. Analyst,IT,Research & Development,Female,Caucasian,41,12/2/2019,"$89,051 ",0%,United States,Austin,1
E02440,Liliana Choi,Automation Engineer,Engineering,Research & Development,Male,Black,33,6/15/2007,"$121,049 ",0%,United States,Phoenix,1
E02441,Leonardo Cho,Network Administrator,IT,Research & Development,Male,Asian,35,1/25/2007,"$70,519 ",8%,United States,Chicago,1
E02442,Oliver Delgado,Automation Engineer,IT,Research & Development,Male,Caucasian,36,8/25/2008,"$106,302 ",15%,United States,Seattle,1
E02443,Isabella Roberts,Network Engineer,Engineering,Research & Development,Female,Asian,54,2/22/2017,"$119,960 ",0%,United States,Columbus,1
E02444,Luca Desai,Manager,Engineering,Specialty Products,Male,Asian,55,8/20/2007,"$84,309 ",33%,United States,Austin,1
E02445,William Juarez,Engineering Manager,Engineering,Research & Development,Male,Latino,38,5/23/2017,"$228,494 ",6%,Brazil,Columbus,1
E02446,Ryan Alvarez,Test Engineer,Sales,Manufacturing,Female,Caucasian,45,7/29/2016,"$112,076 ",0%,United States,Manaus,1
E02447,Hudson Ha,Vice President,IT,Specialty Products,Male,Asian,53,11/29/2018,"$88,533 ",0%,China,Austin,1
E02448,Hannah Brown,Manager,Human Resources,Specialty Products,Male,Latino,45,2/6/2004,"$72,025 ",0%,Brazil,Chengdu,1
E02449,Hadley Le,Technical Architect,Engineering,Research & Development,Male,Latino,65,7/12/2020,"$67,947 ",0%,Brazil,Rio de Janeiro,1
E02450,Jaxson Shah,HRIS Analyst,IT,Manufacturing,Male,Asian,62,3/18/2015,"$79,764 ",0%,China,Manaus,1
E02451,Christopher Delgado,Field Engineer,IT,Manufacturing,Female,Caucasian,59,8/25/2018,"$60,690 ",0%,United States,Shanghai,1
E02452,Hannah Ng,Cloud Infrastructure Architect,Accounting,Research & Development,Female,Asian,42,6/24/2022,"$44,520 ",0%,China,Austin,1
E02453,Austin Ngo,Cloud Infrastructure Architect,IT,Corporate,Male,Asian,33,5/14/2015,"$84,317 ",19%,United States,Chongqing,1
E02454,Gianna Han,Analyst,Sales,Corporate,Male,Latino,29,3/27/2020,"$151,055 ",0%,Brazil,Chicago,1
E02455,Isaac Choi,Network Architect,IT,Manufacturing,Female,Asian,33,2/27/2011,"$62,492 ",0%,United States,Rio de Janeiro,1
E02456,Madeline Smith,Director,Human Resources,Research & Development,Male,Asian,36,1/21/2021,"$72,589 ",0%,United States,Columbus,1
E02457,Ellie Fernandez,Network Architect,Engineering,Research & Development,Female,Asian,43,11/23/2011,"$82,286 ",0%,United States,Columbus,1
E02458,Lyla Lai,HRIS Analyst,IT,Corporate,Male,Asian,51,8/18/2009,"$66,660 ",0%,United States,Austin,1
E02459,Emily Moore,Operations Engineer,Engineering,Research & Development,Female,Caucasian,27,8/11/2004,"$86,805 ",10%,United States,Chicago,1
E02460,Aubrey Moreno,Cloud Infrastructure Architect,Human Resources,Specialty Products,Female,Latino,55,11/8/2009,"$125,878 ",0%,United States,Phoenix,1
E02461,Nova Xiong,Quality Engineer,Accounting,Specialty Products,Female,Asian,62,6/30/2000,"$50,290 ",6%,United States,Austin,1
E02462,Eva Lam,Manager,IT,Research & Development,Female,Black,46,4/10/2019,"$97,083 ",0%,United States,Austin,1
E02463,Caroline Chau,Analyst,IT,Research & Development,Female,Latino,47,3/8/2022,"$93,306 ",0%,United States,Columbus,1
E02464,Sofia Chen,Computer Systems Manager,Engineering,Corporate,Female,Asian,57,12/7/2022,"$73,404 ",0%,China,Austin,1
E02465,Christopher Sharma,Network Administrator,IT,Manufacturing,Female,Asian,49,8/27/2006,"$91,179 ",5%,United States,Beijing,1
E02466,Lucas Grant,Field Engineer,Finance,Specialty Products,Female,Asian,42,4/16/2004,"$108,003 ",0%,United States,Austin,1
E02467,Delilah Washington,IT Systems Architect,IT,Specialty Products,Female,Asian,55,3/28/2012,"$81,384 ",0%,China,Columbus,1
E02468,Eloise Molina,Manager,Human Resources,Corporate,Male,Asian,46,9/17/2006,"$97,218 ",0%,China,Chengdu,1
E02469,Clara Desai,System Administrator ,Sales,Manufacturing,Male,Caucasian,45,1/18/2015,"$42,944 ",0%,United States,Beijing,1
E02470,Audrey Campbell,Sr. Business Partner,Finance,Research & Development,Female,Caucasian,53,11/20/2014,"$43,980 ",5%,United States,Austin,1
E02471,Delilah Alvarez,Analyst,Marketing,Research & Development,Female,Latino,46,7/30/2008,"$109,533 ",39%,United States,Miami,1
E02472,Luke Luna,Analyst,Accounting,Corporate,Female,Asian,48,11/27/2007,"$226,952 ",0%,China,Columbus,1
E02473,Elizabeth Tan,Manager,IT,Research & Development,Female,Caucasian,33,11/16/2012,"$71,580 ",0%,United States,Chengdu,1
E02474,Sophia Wang,Vice President,Finance,Manufacturing,Female,Latino,56,7/27/2018,"$66,172 ",30%,United States,Miami,1
E02475,Nova Park,System Administrator ,Marketing,Manufacturing,Male,Latino,59,5/20/2000,"$237,489 ",0%,Brazil,Seattle,1
